Date and Time,sampling feature/location,citation," Light Intensity -unit-Lux-processing level-L0",quality code,quality annotation,
2019-04-02 02:00:00," Quebrada Sonadora",,0.0,Good,,
2019-04-02 02:15:00," Quebrada Sonadora",,0.0,Good,,
2019-04-02 02:30:00," Quebrada Sonadora",,0.0,Good,,
2019-04-02 02:45:00," Quebrada Sonadora",,0.0,Good,,
2019-04-02 03:00:00," Quebrada Sonadora",,0.0,Good,,
2019-04-02 03:15:00," Quebrada Sonadora",,0.0,Good,,
2019-04-02 03:30:00," Quebrada Sonadora",,0.0,Good,,
2019-04-02 03:45:00," Quebrada Sonadora",,0.0,Good,,
2019-04-02 04:00:00," Quebrada Sonadora",,0.0,Good,,
2019-04-02 04:15:00," Quebrada Sonadora",,0.0,Good,,
2019-04-02 04:30:00," Quebrada Sonadora",,0.0,Good,,
2019-04-02 04:45:00," Quebrada Sonadora",,0.0,Good,,
2019-04-02 05:00:00," Quebrada Sonadora",,0.0,Good,,
2019-04-02 05:15:00," Quebrada Sonadora",,0.0,Good,,
2019-04-02 05:30:00," Quebrada Sonadora",,0.0,Good,,
2019-04-02 05:45:00," Quebrada Sonadora",,0.0,Good,,
2019-04-02 06:00:00," Quebrada Sonadora",,0.0,Good,,
2019-04-02 06:15:00," Quebrada Sonadora",,21.5,Good,,
